classification_id,user_name,user_id,user_ip,workflow_id,workflow_name,workflow_version,created_at,gold_standard,expert,metadata,annotations,subject_data,subject_ids
147682666,cloud_class,1744913,332be597e996cbf8bf85,8716,classify_128km,29.58,2019-02-22 01:47:58 UTC,,,"{""source"":""api"",""session"":""be82c00914a55a7d98ef06f6157512a8627a562b4e1ed4eaad903ffb7a3383fe"",""viewport"":{""width"":1661,""height"":901},""started_at"":""2019-02-22T01:47:09.620Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.3 Safari/605.1.15"",""utc_offset"":""18000"",""finished_at"":""2019-02-22T01:47:58.280Z"",""live_project"":false,""interventions"":{""opt_in"":true,""message"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":811,""clientHeight"":811,""naturalWidth"":1500,""naturalHeight"":1500},{""clientWidth"":818,""clientHeight"":558,""naturalWidth"":818,""naturalHeight"":558}],""subject_selection_state"":{""retired"":false,""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""9784""}","[{""task"":""T0"",""task_label"":""What cloud type is dominant in this image?"",""value"":""Closed-cellular MCC structure""}]","{""30401387"":{""retired"":null,""i"":""3584"",""j"":""1792"",""lat"":""-31.4192237854"",""lon"":""-77.9876327515"",""date"":""2012-01-26 19:20:00"",""name"":""MYD02HKM.A2012026.1920.061_index_3584_index_1792"",""low_cf"":""0.564392089844"",""high_cf"":""0.0"",""refl_img"":""MYD02HKM.A2012026.1920.061_index_3584_index_1792.scene.png"",""context_img"":""MYD02HKM.A2012026.1920.061_index_3584_index_1792.context.png"",""sensor_zenith"":""25.77""}}",30401387
147682749,cloud_class,1744913,332be597e996cbf8bf85,8716,classify_128km,29.58,2019-02-22 01:48:37 UTC,,,"{""source"":""api"",""session"":""be82c00914a55a7d98ef06f6157512a8627a562b4e1ed4eaad903ffb7a3383fe"",""viewport"":{""width"":1661,""height"":901},""started_at"":""2019-02-22T01:47:59.299Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.3 Safari/605.1.15"",""utc_offset"":""18000"",""finished_at"":""2019-02-22T01:48:37.695Z"",""live_project"":false,""interventions"":{""opt_in"":true,""message"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":811,""clientHeight"":811,""naturalWidth"":1500,""naturalHeight"":1500},{""clientWidth"":818,""clientHeight"":545,""naturalWidth"":818,""naturalHeight"":545}],""subject_selection_state"":{""retired"":false,""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""9784""}","[{""task"":""T0"",""task_label"":""What cloud type is dominant in this image?"",""value"":""Closed-cellular MCC structure""}]","{""30400821"":{""retired"":null,""i"":""2304"",""j"":""256"",""lat"":""-23.7011260986"",""lon"":""-81.6145324707"",""date"":""2012-01-23 18:50:00"",""name"":""MYD02HKM.A2012023.1850.061_index_2304_index_0256"",""low_cf"":""0.490783691406"",""high_cf"":""0.0"",""refl_img"":""MYD02HKM.A2012023.1850.061_index_2304_index_0256.scene.png"",""context_img"":""MYD02HKM.A2012023.1850.061_index_2304_index_0256.context.png"",""sensor_zenith"":""44.84""}}",30400821
147683121,cloud_class,1744913,332be597e996cbf8bf85,8716,classify_128km,29.58,2019-02-22 01:51:25 UTC,,,"{""source"":""api"",""session"":""be82c00914a55a7d98ef06f6157512a8627a562b4e1ed4eaad903ffb7a3383fe"",""viewport"":{""width"":1661,""height"":901},""started_at"":""2019-02-22T01:48:43.255Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.3 Safari/605.1.15"",""utc_offset"":""18000"",""finished_at"":""2019-02-22T01:51:25.365Z"",""live_project"":false,""interventions"":{""opt_in"":true,""message"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":811,""clientHeight"":811,""naturalWidth"":1500,""naturalHeight"":1500},{""clientWidth"":827,""clientHeight"":545,""naturalWidth"":827,""naturalHeight"":545}],""subject_selection_state"":{""retired"":false,""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""9784""}","[{""task"":""T0"",""task_label"":""What cloud type is dominant in this image?"",""value"":""Other/no dominant type/can't tell""},{""task"":""T2"",""task_label"":""What is the issue with this scene?"",""value"":""Distinct cloud type, not in previous list.""},{""task"":""T3"",""value"":""I think this reappears pretty often. Not quite aggregated not suppressed either."",""task_label"":""Provide a brief scene description.""}]","{""30400581"":{""retired"":null,""i"":""256"",""j"":""768"",""lat"":""-18.7736263275"",""lon"":""-106.837097168"",""date"":""2012-01-21 20:40:00"",""name"":""MYD02HKM.A2012021.2040.061_index_0256_index_0768"",""low_cf"":""0.583882094701"",""high_cf"":""0.0"",""refl_img"":""MYD02HKM.A2012021.2040.061_index_0256_index_0768.scene.png"",""context_img"":""MYD02HKM.A2012021.2040.061_index_0256_index_0768.context.png"",""sensor_zenith"":""20.72""}}",30400581
147683317,cloud_class,1744913,332be597e996cbf8bf85,8716,classify_128km,29.58,2019-02-22 01:53:02 UTC,,,"{""source"":""api"",""session"":""be82c00914a55a7d98ef06f6157512a8627a562b4e1ed4eaad903ffb7a3383fe"",""viewport"":{""width"":1661,""height"":901},""started_at"":""2019-02-22T01:51:26.508Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.3 Safari/605.1.15"",""utc_offset"":""18000"",""finished_at"":""2019-02-22T01:53:02.581Z"",""live_project"":false,""interventions"":{""opt_in"":true,""message"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":811,""clientHeight"":811,""naturalWidth"":1500,""naturalHeight"":1500},{""clientWidth"":826,""clientHeight"":551,""naturalWidth"":826,""naturalHeight"":551}],""subject_selection_state"":{""retired"":false,""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""9784""}","[{""task"":""T0"",""task_label"":""What cloud type is dominant in this image?"",""value"":""Aggregated cumulus""}]","{""30399248"":{""retired"":null,""i"":""256"",""j"":""1280"",""lat"":""-10.3438768387"",""lon"":""-129.334091187"",""date"":""2012-01-14 22:15:00"",""name"":""MYD02HKM.A2012014.2215.061_index_0256_index_1280"",""low_cf"":""0.326354980469"",""high_cf"":""0.0"",""refl_img"":""MYD02HKM.A2012014.2215.061_index_0256_index_1280.scene.png"",""context_img"":""MYD02HKM.A2012014.2215.061_index_0256_index_1280.context.png"",""sensor_zenith"":""2.49""}}",30399248
147683589,cloud_class,1744913,332be597e996cbf8bf85,8716,classify_128km,29.58,2019-02-22 01:54:36 UTC,,,"{""source"":""api"",""session"":""be82c00914a55a7d98ef06f6157512a8627a562b4e1ed4eaad903ffb7a3383fe"",""viewport"":{""width"":1661,""height"":901},""started_at"":""2019-02-22T01:53:03.780Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.3 Safari/605.1.15"",""utc_offset"":""18000"",""finished_at"":""2019-02-22T01:54:35.993Z"",""live_project"":false,""interventions"":{""opt_in"":true,""message"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":811,""clientHeight"":811,""naturalWidth"":1500,""naturalHeight"":1500},{""clientWidth"":818,""clientHeight"":551,""naturalWidth"":818,""naturalHeight"":551}],""subject_selection_state"":{""retired"":false,""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""9784""}","[{""task"":""T0"",""task_label"":""What cloud type is dominant in this image?"",""value"":""Aggregated cumulus""}]","{""30399437"":{""retired"":null,""i"":""768"",""j"":""1792"",""lat"":""-13.9660415649"",""lon"":""-87.2915725708"",""date"":""2012-01-15 19:40:00"",""name"":""MYD02HKM.A2012015.1940.061_index_0768_index_1792"",""low_cf"":""0.272583007812"",""high_cf"":""0.0"",""refl_img"":""MYD02HKM.A2012015.1940.061_index_0768_index_1792.scene.png"",""context_img"":""MYD02HKM.A2012015.1940.061_index_0768_index_1792.context.png"",""sensor_zenith"":""25.76""}}",30399437
147683609,cloud_class,1744913,332be597e996cbf8bf85,8716,classify_128km,29.58,2019-02-22 01:54:44 UTC,,,"{""source"":""api"",""session"":""be82c00914a55a7d98ef06f6157512a8627a562b4e1ed4eaad903ffb7a3383fe"",""viewport"":{""width"":1661,""height"":901},""started_at"":""2019-02-22T01:54:38.597Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.3 Safari/605.1.15"",""utc_offset"":""18000"",""finished_at"":""2019-02-22T01:54:44.782Z"",""live_project"":false,""interventions"":{""opt_in"":true,""message"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":811,""clientHeight"":811,""naturalWidth"":1500,""naturalHeight"":1500},null],""subject_selection_state"":{""retired"":false,""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""9784""}","[{""task"":""T0"",""task_label"":""What cloud type is dominant in this image?"",""value"":""Suppressed cumulus ""}]","{""30401216"":{""retired"":null,""i"":""3072"",""j"":""1280"",""lat"":""-13.6695775986"",""lon"":""-99.2035064697"",""date"":""2012-01-25 20:20:00"",""name"":""MYD02HKM.A2012025.2020.061_index_3072_index_1280"",""low_cf"":""0.0552978515625"",""high_cf"":""0.0"",""refl_img"":""MYD02HKM.A2012025.2020.061_index_3072_index_1280.scene.png"",""context_img"":""MYD02HKM.A2012025.2020.061_index_3072_index_1280.context.png"",""sensor_zenith"":""2.5""}}",30401216
147683713,cloud_class,1744913,332be597e996cbf8bf85,8716,classify_128km,29.58,2019-02-22 01:55:47 UTC,,,"{""source"":""api"",""session"":""be82c00914a55a7d98ef06f6157512a8627a562b4e1ed4eaad903ffb7a3383fe"",""viewport"":{""width"":1661,""height"":901},""started_at"":""2019-02-22T01:54:46.419Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.3 Safari/605.1.15"",""utc_offset"":""18000"",""finished_at"":""2019-02-22T01:55:47.198Z"",""live_project"":false,""interventions"":{""opt_in"":true,""message"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":811,""clientHeight"":811,""naturalWidth"":1500,""naturalHeight"":1500},{""clientWidth"":818,""clientHeight"":551,""naturalWidth"":818,""naturalHeight"":551}],""subject_selection_state"":{""retired"":false,""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""9784""}","[{""task"":""T0"",""task_label"":""What cloud type is dominant in this image?"",""value"":""Aggregated cumulus""}]","{""30401497"":{""retired"":null,""i"":""1792"",""j"":""2048"",""lat"":""-17.1390514374"",""lon"":""-90.9806365967"",""date"":""2012-01-27 20:05:00"",""name"":""MYD02HKM.A2012027.2005.061_index_1792_index_2048"",""low_cf"":""0.359609839887"",""high_cf"":""0.0"",""refl_img"":""MYD02HKM.A2012027.2005.061_index_1792_index_2048.scene.png"",""context_img"":""MYD02HKM.A2012027.2005.061_index_1792_index_2048.context.png"",""sensor_zenith"":""37.75""}}",30401497
147683735,cloud_class,1744913,332be597e996cbf8bf85,8716,classify_128km,29.58,2019-02-22 01:55:58 UTC,,,"{""source"":""api"",""session"":""be82c00914a55a7d98ef06f6157512a8627a562b4e1ed4eaad903ffb7a3383fe"",""viewport"":{""width"":1661,""height"":901},""started_at"":""2019-02-22T01:55:48.474Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.3 Safari/605.1.15"",""utc_offset"":""18000"",""finished_at"":""2019-02-22T01:55:58.780Z"",""live_project"":false,""interventions"":{""opt_in"":true,""message"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":811,""clientHeight"":811,""naturalWidth"":1500,""naturalHeight"":1500},{""clientWidth"":818,""clientHeight"":551,""naturalWidth"":818,""naturalHeight"":551}],""subject_selection_state"":{""retired"":false,""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""9784""}","[{""task"":""T0"",""task_label"":""What cloud type is dominant in this image?"",""value"":""Suppressed cumulus ""}]","{""30401051"":{""retired"":null,""i"":""3328"",""j"":""768"",""lat"":""-21.5277175903"",""lon"":""-89.2351379395"",""date"":""2012-01-24 19:35:00"",""name"":""MYD02HKM.A2012024.1935.061_index_3328_index_0768"",""low_cf"":""0.149097583359"",""high_cf"":""0.0"",""refl_img"":""MYD02HKM.A2012024.1935.061_index_3328_index_0768.scene.png"",""context_img"":""MYD02HKM.A2012024.1935.061_index_3328_index_0768.context.png"",""sensor_zenith"":""20.73""}}",30401051
147683749,cloud_class,1744913,332be597e996cbf8bf85,8716,classify_128km,29.58,2019-02-22 01:56:08 UTC,,,"{""source"":""api"",""session"":""be82c00914a55a7d98ef06f6157512a8627a562b4e1ed4eaad903ffb7a3383fe"",""viewport"":{""width"":1661,""height"":901},""started_at"":""2019-02-22T01:55:59.823Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.3 Safari/605.1.15"",""utc_offset"":""18000"",""finished_at"":""2019-02-22T01:56:08.142Z"",""live_project"":false,""interventions"":{""opt_in"":true,""message"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":811,""clientHeight"":811,""naturalWidth"":1500,""naturalHeight"":1500},{""clientWidth"":826,""clientHeight"":551,""naturalWidth"":826,""naturalHeight"":551}],""subject_selection_state"":{""retired"":false,""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""9784""}","[{""task"":""T0"",""task_label"":""What cloud type is dominant in this image?"",""value"":""Suppressed cumulus ""}]","{""30400480"":{""retired"":null,""i"":""2816"",""j"":""768"",""lat"":""-9.81662845612"",""lon"":""-94.8214416504"",""date"":""2012-01-22 19:50:00"",""name"":""MYD02HKM.A2012022.1950.061_index_2816_index_0768"",""low_cf"":""0.119689941406"",""high_cf"":""0.0"",""refl_img"":""MYD02HKM.A2012022.1950.061_index_2816_index_0768.scene.png"",""context_img"":""MYD02HKM.A2012022.1950.061_index_2816_index_0768.context.png"",""sensor_zenith"":""20.71""}}",30400480
147683838,cloud_class,1744913,332be597e996cbf8bf85,8716,classify_128km,29.58,2019-02-22 01:56:43 UTC,,,"{""source"":""api"",""session"":""be82c00914a55a7d98ef06f6157512a8627a562b4e1ed4eaad903ffb7a3383fe"",""viewport"":{""width"":1661,""height"":901},""started_at"":""2019-02-22T01:56:10.718Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.3 Safari/605.1.15"",""utc_offset"":""18000"",""finished_at"":""2019-02-22T01:56:42.849Z"",""live_project"":false,""interventions"":{""opt_in"":true,""message"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":811,""clientHeight"":811,""naturalWidth"":1500,""naturalHeight"":1500},{""clientWidth"":820,""clientHeight"":545,""naturalWidth"":820,""naturalHeight"":545}],""subject_selection_state"":{""retired"":false,""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""9784""}","[{""task"":""T0"",""task_label"":""What cloud type is dominant in this image?"",""value"":""Closed-cellular MCC structure""}]","{""30398908"":{""retired"":null,""i"":""3584"",""j"":""1792"",""lat"":""-23.2220611572"",""lon"":""-77.263961792"",""date"":""2012-01-12 19:10:00"",""name"":""MYD02HKM.A2012012.1910.061_index_3584_index_1792"",""low_cf"":""0.600952148438"",""high_cf"":""0.0"",""refl_img"":""MYD02HKM.A2012012.1910.061_index_3584_index_1792.scene.png"",""context_img"":""MYD02HKM.A2012012.1910.061_index_3584_index_1792.context.png"",""sensor_zenith"":""25.77""}}",30398908
147684276,cloud_class,1744913,332be597e996cbf8bf85,8716,classify_128km,29.58,2019-02-22 02:00:18 UTC,,,"{""source"":""api"",""session"":""be82c00914a55a7d98ef06f6157512a8627a562b4e1ed4eaad903ffb7a3383fe"",""viewport"":{""width"":1661,""height"":901},""started_at"":""2019-02-22T01:56:44.748Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.3 Safari/605.1.15"",""utc_offset"":""18000"",""finished_at"":""2019-02-22T02:00:18.503Z"",""live_project"":false,""interventions"":{""opt_in"":true,""message"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":811,""clientHeight"":811,""naturalWidth"":1500,""naturalHeight"":1500},{""clientWidth"":818,""clientHeight"":545,""naturalWidth"":818,""naturalHeight"":545}],""subject_selection_state"":{""retired"":false,""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""9784""}","[{""task"":""T0"",""task_label"":""What cloud type is dominant in this image?"",""value"":""Aggregated cumulus""}]","{""30397734"":{""retired"":null,""i"":""2560"",""j"":""1536"",""lat"":""-16.0988464355"",""lon"":""-125.262481689"",""date"":""2012-01-07 22:10:00"",""name"":""MYD02HKM.A2012007.2210.061_index_2560_index_1536"",""low_cf"":""0.238947239863"",""high_cf"":""0.0"",""refl_img"":""MYD02HKM.A2012007.2210.061_index_2560_index_1536.scene.png"",""context_img"":""MYD02HKM.A2012007.2210.061_index_2560_index_1536.context.png"",""sensor_zenith"":""14.06""}}",30397734
147685490,cloud_class,1744913,332be597e996cbf8bf85,8716,classify_128km,29.58,2019-02-22 02:09:38 UTC,,,"{""source"":""api"",""session"":""be82c00914a55a7d98ef06f6157512a8627a562b4e1ed4eaad903ffb7a3383fe"",""viewport"":{""width"":1661,""height"":901},""started_at"":""2019-02-22T02:00:20.055Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.3 Safari/605.1.15"",""utc_offset"":""18000"",""finished_at"":""2019-02-22T02:09:38.272Z"",""live_project"":false,""interventions"":{""opt_in"":true,""message"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":811,""clientHeight"":811,""naturalWidth"":1500,""naturalHeight"":1500},{""clientWidth"":823,""clientHeight"":551,""naturalWidth"":823,""naturalHeight"":551}],""subject_selection_state"":{""retired"":false,""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""9784""}","[{""task"":""T0"",""task_label"":""What cloud type is dominant in this image?"",""value"":""Suppressed cumulus ""}]","{""30401684"":{""retired"":null,""i"":""2816"",""j"":""512"",""lat"":""-16.6677894592"",""lon"":""-110.358451843"",""date"":""2012-01-28 20:50:00"",""name"":""MYD02HKM.A2012028.2050.061_index_2816_index_0512"",""low_cf"":""0.104370117188"",""high_cf"":""0.0"",""refl_img"":""MYD02HKM.A2012028.2050.061_index_2816_index_0512.scene.png"",""context_img"":""MYD02HKM.A2012028.2050.061_index_2816_index_0512.context.png"",""sensor_zenith"":""32.56""}}",30401684
147685549,cloud_class,1744913,332be597e996cbf8bf85,8716,classify_128km,29.58,2019-02-22 02:10:01 UTC,,,"{""source"":""api"",""session"":""be82c00914a55a7d98ef06f6157512a8627a562b4e1ed4eaad903ffb7a3383fe"",""viewport"":{""width"":1661,""height"":901},""started_at"":""2019-02-22T02:09:39.294Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.3 Safari/605.1.15"",""utc_offset"":""18000"",""finished_at"":""2019-02-22T02:10:01.393Z"",""live_project"":false,""interventions"":{""opt_in"":true,""message"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":811,""clientHeight"":811,""naturalWidth"":1500,""naturalHeight"":1500},{""clientWidth"":818,""clientHeight"":553,""naturalWidth"":818,""naturalHeight"":553}],""subject_selection_state"":{""retired"":false,""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""9784""}","[{""task"":""T0"",""task_label"":""What cloud type is dominant in this image?"",""value"":""Other/no dominant type/can't tell""},{""task"":""T2"",""task_label"":""What is the issue with this scene?"",""value"":""Too much sun glint""}]","{""30396003"":{""retired"":null,""i"":""256"",""j"":""768"",""lat"":""-17.709695816"",""lon"":""-113.268707275"",""date"":""2012-01-01 21:05:00"",""name"":""MYD02HKM.A2012001.2105.061_index_0256_index_0768"",""low_cf"":""0.421447753906"",""high_cf"":""0.0"",""refl_img"":""MYD02HKM.A2012001.2105.061_index_0256_index_0768.scene.png"",""context_img"":""MYD02HKM.A2012001.2105.061_index_0256_index_0768.context.png"",""sensor_zenith"":""20.72""}}",30396003
147685609,cloud_class,1744913,332be597e996cbf8bf85,8716,classify_128km,29.58,2019-02-22 02:10:27 UTC,,,"{""source"":""api"",""session"":""be82c00914a55a7d98ef06f6157512a8627a562b4e1ed4eaad903ffb7a3383fe"",""viewport"":{""width"":1661,""height"":901},""started_at"":""2019-02-22T02:10:03.925Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.3 Safari/605.1.15"",""utc_offset"":""18000"",""finished_at"":""2019-02-22T02:10:27.808Z"",""live_project"":false,""interventions"":{""opt_in"":true,""message"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":811,""clientHeight"":811,""naturalWidth"":1500,""naturalHeight"":1500},{""clientWidth"":829,""clientHeight"":551,""naturalWidth"":829,""naturalHeight"":551}],""subject_selection_state"":{""retired"":false,""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""9784""}","[{""task"":""T0"",""task_label"":""What cloud type is dominant in this image?"",""value"":""Aggregated cumulus""}]","{""30399639"":{""retired"":null,""i"":""1536"",""j"":""512"",""lat"":""-7.9799656868"",""lon"":""-130.690246582"",""date"":""2012-01-16 22:05:00"",""name"":""MYD02HKM.A2012016.2205.061_index_1536_index_0512"",""low_cf"":""0.318359375"",""high_cf"":""0.0"",""refl_img"":""MYD02HKM.A2012016.2205.061_index_1536_index_0512.scene.png"",""context_img"":""MYD02HKM.A2012016.2205.061_index_1536_index_0512.context.png"",""sensor_zenith"":""32.53""}}",30399639
147685829,cloud_class,1744913,332be597e996cbf8bf85,8716,classify_128km,29.58,2019-02-22 02:11:49 UTC,,,"{""source"":""api"",""session"":""be82c00914a55a7d98ef06f6157512a8627a562b4e1ed4eaad903ffb7a3383fe"",""viewport"":{""width"":1661,""height"":901},""started_at"":""2019-02-22T02:10:37.148Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.3 Safari/605.1.15"",""utc_offset"":""18000"",""finished_at"":""2019-02-22T02:11:48.987Z"",""live_project"":false,""interventions"":{""opt_in"":true,""message"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":811,""clientHeight"":811,""naturalWidth"":1500,""naturalHeight"":1500},{""clientWidth"":818,""clientHeight"":545,""naturalWidth"":818,""naturalHeight"":545}],""subject_selection_state"":{""retired"":false,""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""9784""}","[{""task"":""T0"",""task_label"":""What cloud type is dominant in this image?"",""value"":""Aggregated cumulus""}]","{""30401078"":{""retired"":null,""i"":""2048"",""j"":""1024"",""lat"":""-11.6040410995"",""lon"":""-114.782707214"",""date"":""2012-01-24 21:15:00"",""name"":""MYD02HKM.A2012024.2115.061_index_2048_index_1024"",""low_cf"":""0.25838633246"",""high_cf"":""0.0"",""refl_img"":""MYD02HKM.A2012024.2115.061_index_2048_index_1024.scene.png"",""context_img"":""MYD02HKM.A2012024.2115.061_index_2048_index_1024.context.png"",""sensor_zenith"":""9.08""}}",30401078
147686048,cloud_class,1744913,332be597e996cbf8bf85,8716,classify_128km,29.58,2019-02-22 02:13:04 UTC,,,"{""source"":""api"",""session"":""be82c00914a55a7d98ef06f6157512a8627a562b4e1ed4eaad903ffb7a3383fe"",""viewport"":{""width"":1661,""height"":901},""started_at"":""2019-02-22T02:11:50.459Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.3 Safari/605.1.15"",""utc_offset"":""18000"",""finished_at"":""2019-02-22T02:13:04.288Z"",""live_project"":false,""interventions"":{""opt_in"":true,""message"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":811,""clientHeight"":811,""naturalWidth"":1500,""naturalHeight"":1500},{""clientWidth"":818,""clientHeight"":551,""naturalWidth"":818,""naturalHeight"":551}],""subject_selection_state"":{""retired"":false,""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""9784""}","[{""task"":""T0"",""task_label"":""What cloud type is dominant in this image?"",""value"":""Other/no dominant type/can't tell""},{""task"":""T2"",""task_label"":""What is the issue with this scene?"",""value"":""Distinct cloud type, not in previous list.""},{""task"":""T3"",""value"":""This occurs repeatedly. Don't have a name yet."",""task_label"":""Provide a brief scene description.""}]","{""30399614"":{""retired"":null,""i"":""768"",""j"":""2048"",""lat"":""-3.44138860703"",""lon"":""-123.588638306"",""date"":""2012-01-16 22:05:00"",""name"":""MYD02HKM.A2012016.2205.061_index_0768_index_2048"",""low_cf"":""0.80126953125"",""high_cf"":""0.0"",""refl_img"":""MYD02HKM.A2012016.2205.061_index_0768_index_2048.scene.png"",""context_img"":""MYD02HKM.A2012016.2205.061_index_0768_index_2048.context.png"",""sensor_zenith"":""37.74""}}",30399614
